FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
1611,958,959,42,101,033900,2,1500000US421010339002,421010339002,2,BG,299617.000000000000000,0.000000000000000,11570.292057000000568,3358842.054760000202805,3358842.054760000202805,3358842.054760000202805,28,35,791.354838117999975,0.000235603468462
1612,958,959,42,101,033900,2,1500000US421010339002,421010339002,2,BG,299617.000000000000000,0.000000000000000,11570.292057000000568,3358842.054760000202805,3358842.054760000202805,3358842.054760000202805,53,56,32176.461623300001520,0.009579629258750
1613,958,959,42,101,033900,2,1500000US421010339002,421010339002,2,BG,299617.000000000000000,0.000000000000000,11570.292057000000568,3358842.054760000202805,3358842.054760000202805,3358842.054760000202805,61,63,3325869.271720000077039,0.990183288615000
1614,959,960,42,101,034100,6,1500000US421010341006,421010341006,6,BG,167780.000000000000000,0.000000000000000,5868.252075989999867,1808176.016899999929592,1808176.016899999929592,1808176.016899999929592,61,63,1808176.016910000005737,1.000000000010000
1615,960,961,42,101,034400,2,1500000US421010344002,421010344002,2,BG,615270.000000000000000,6447.000000000000000,14746.930610100000195,6504503.013869999907911,6504503.013869999907911,6504503.013869999907911,55,58,1863.678161499999987,0.000286521223455
1616,960,961,42,101,034400,2,1500000US421010344002,421010344002,2,BG,615270.000000000000000,6447.000000000000000,14746.930610100000195,6504503.013869999907911,6504503.013869999907911,6504503.013869999907911,61,63,6502639.335679999552667,0.999713478772000
1617,961,962,42,101,034600,1,1500000US421010346001,421010346001,1,BG,1855726.000000000000000,3687.000000000000000,17972.875716899998224,20078276.686700001358986,20078276.686700001358986,20078276.686700001358986,53,56,173154.682767999998759,0.008623981304270
1618,961,962,42,101,034600,1,1500000US421010346001,421010346001,1,BG,1855726.000000000000000,3687.000000000000000,17972.875716899998224,20078276.686700001358986,20078276.686700001358986,20078276.686700001358986,54,57,19901741.725900001823902,0.991207663708000
1619,961,962,42,101,034600,1,1500000US421010346001,421010346001,1,BG,1855726.000000000000000,3687.000000000000000,17972.875716899998224,20078276.686700001358986,20078276.686700001358986,20078276.686700001358986,65,66B,3380.278002399999878,0.000168354986593
1620,962,963,42,101,036303,2,1500000US421010363032,421010363032,2,BG,193798.000000000000000,0.000000000000000,8709.688514809999106,2251114.411600000225008,2251114.411600000225008,2251114.411600000225008,64,66A,1326.011627840000074,0.000589046749915
1621,962,963,42,101,036303,2,1500000US421010363032,421010363032,2,BG,193798.000000000000000,0.000000000000000,8709.688514809999106,2251114.411600000225008,2251114.411600000225008,2251114.411600000225008,65,66B,2249788.399989999830723,0.999410953258000
1622,963,964,42,101,034803,3,1500000US421010348033,421010348033,3,BG,167657.000000000000000,756.000000000000000,10031.674955700000282,1854639.967429999960586,1854639.967429999960586,1854639.967429999960586,54,57,1854639.967429999960586,1.000000000000000
1623,964,965,42,101,034802,2,1500000US421010348022,421010348022,2,BG,496205.000000000000000,0.000000000000000,14005.038326800000505,5103596.052980000153184,5103596.052980000153184,5103596.052980000153184,54,57,5103596.052989999763668,1.000000000000000
1624,965,966,42,101,035200,2,1500000US421010352002,421010352002,2,BG,394204.000000000000000,0.000000000000000,12303.299492000000100,4239485.067139999940991,4239485.067139999940991,4239485.067139999940991,63,65,4239485.067189999856055,1.000000000010000
1625,966,967,42,101,026301,4,1500000US421010263014,421010263014,4,BG,79370.000000000000000,0.000000000000000,3698.535365260000162,854795.770804999978282,854795.770804999978282,854795.770804999978282,1,10,7.173774202130000,0.000008392383827
1626,966,967,42,101,026301,4,1500000US421010263014,421010263014,4,BG,79370.000000000000000,0.000000000000000,3698.535365260000162,854795.770804999978282,854795.770804999978282,854795.770804999978282,47,50,854788.597032999969088,0.999991607619000
1627,967,968,42,101,035601,1,1500000US421010356011,421010356011,1,BG,846946.000000000000000,8935.000000000000000,15514.111336300000403,9231411.266389999538660,9231411.266389999538660,9231411.266389999538660,53,56,8.112468349209999,0.000000878789615
1628,967,968,42,101,035601,1,1500000US421010356011,421010356011,1,BG,846946.000000000000000,8935.000000000000000,15514.111336300000403,9231411.266389999538660,9231411.266389999538660,9231411.266389999538660,55,58,9228966.390219999477267,0.999735156836000
1629,967,968,42,101,035601,1,1500000US421010356011,421010356011,1,BG,846946.000000000000000,8935.000000000000000,15514.111336300000403,9231411.266389999538660,9231411.266389999538660,9231411.266389999538660,61,63,2436.763762149999820,0.000263964381158
1630,968,969,42,101,035900,1,1500000US421010359001,421010359001,1,BG,777759.000000000000000,0.000000000000000,14142.897237999999561,8169809.426330000162125,8169809.426330000162125,8169809.426330000162125,55,58,8169809.426319999620318,0.999999999999000
1631,969,970,42,101,035302,1,1500000US421010353021,421010353021,1,BG,352099.000000000000000,2933.000000000000000,10276.644685799999934,3867918.081999999936670,3867918.081999999936670,3867918.081999999936670,64,66A,3867310.514829999767244,0.999842921397000
1632,969,970,42,101,035302,1,1500000US421010353021,421010353021,1,BG,352099.000000000000000,2933.000000000000000,10276.644685799999934,3867918.081999999936670,3867918.081999999936670,3867918.081999999936670,65,66B,607.567168676000051,0.000157078602958
1633,970,971,42,101,036400,1,1500000US421010364001,421010364001,1,BG,4501992.000000000000000,8014.000000000000000,33991.309988200002408,48394515.432499997317791,48394515.432499997317791,48394515.432499997317791,55,58,19014195.532099999487400,0.392899802016000
1634,970,971,42,101,036400,1,1500000US421010364001,421010364001,1,BG,4501992.000000000000000,8014.000000000000000,33991.309988200002408,48394515.432499997317791,48394515.432499997317791,48394515.432499997317791,65,66B,28997090.117300000041723,0.599181329912000
1635,971,972,42,101,036302,1,1500000US421010363021,421010363021,1,BG,199922.000000000000000,0.000000000000000,6830.024792170000183,2098759.902280000038445,2098759.902280000038445,2098759.902280000038445,64,66A,9522.051402270000835,0.004536989386890
1636,971,972,42,101,036302,1,1500000US421010363021,421010363021,1,BG,199922.000000000000000,0.000000000000000,6830.024792170000183,2098759.902280000038445,2098759.902280000038445,2098759.902280000038445,65,66B,2089237.850899999961257,0.995463010624000
1637,972,973,42,101,036202,2,1500000US421010362022,421010362022,2,BG,308425.000000000000000,0.000000000000000,7648.522101350000412,3270770.211300000082701,3270770.211300000082701,3270770.211300000082701,64,66A,3264469.923260000068694,0.998073760114000
1638,972,973,42,101,036202,2,1500000US421010362022,421010362022,2,BG,308425.000000000000000,0.000000000000000,7648.522101350000412,3270770.211300000082701,3270770.211300000082701,3270770.211300000082701,65,66B,6300.288048540000091,0.001926239888930
1639,973,974,42,101,036202,3,1500000US421010362023,421010362023,3,BG,327731.000000000000000,0.000000000000000,9127.310073610000472,3612523.655989999882877,3612523.655989999882877,3612523.655989999882877,64,66A,3612523.656020000111312,1.000000000010000
1640,974,975,42,101,005000,1,1500000US421010050001,421010050001,1,BG,4520880.000000000000000,3334805.000000000000000,45803.043386099998315,85125763.973199993371964,85125763.973199993371964,85125763.973199993371964,18,26,33309252.575500000268221,0.391294609538000
1641,974,975,42,101,005000,1,1500000US421010050001,421010050001,1,BG,4520880.000000000000000,3334805.000000000000000,45803.043386099998315,85125763.973199993371964,85125763.973199993371964,85125763.973199993371964,32,39A,49432400.956799998879433,0.580698470705000
1642,974,975,42,101,005000,1,1500000US421010050001,421010050001,1,BG,4520880.000000000000000,3334805.000000000000000,45803.043386099998315,85125763.973199993371964,85125763.973199993371964,85125763.973199993371964,35,40A,1008663.922320000012405,0.011849102730400
1643,975,976,42,101,036203,2,1500000US421010362032,421010362032,2,BG,262641.000000000000000,13445.000000000000000,7320.359916870000234,2923405.745579999871552,2923405.745579999871552,2923405.745579999871552,64,66A,2911717.903909999877214,0.996001977595000
1644,976,977,42,101,008302,1,1500000US421010083021,421010083021,1,BG,88957.000000000000000,0.000000000000000,4507.748095070000090,960679.961569000035524,960679.961569000035524,960679.961569000035524,22,3,959856.391538999974728,0.999142721757000
1645,976,977,42,101,008302,1,1500000US421010083021,421010083021,1,BG,88957.000000000000000,0.000000000000000,4507.748095070000090,960679.961569000035524,960679.961569000035524,960679.961569000035524,42,46,823.570025822000048,0.000857278239131
1646,977,978,42,101,031600,4,1500000US421010316004,421010316004,4,BG,113732.000000000000000,0.000000000000000,4855.135486309999578,1246375.604820000007749,1246375.604820000007749,1246375.604820000007749,52,55,1222435.023969999980181,0.980791840953000
1647,977,978,42,101,031600,4,1500000US421010316004,421010316004,4,BG,113732.000000000000000,0.000000000000000,4855.135486309999578,1246375.604820000007749,1246375.604820000007749,1246375.604820000007749,60,62,23940.580843200001254,0.019208159041800
1648,978,979,42,101,031600,1,1500000US421010316001,421010316001,1,BG,87861.000000000000000,0.000000000000000,3924.992313939999804,943011.296090999967419,943011.296090999967419,943011.296090999967419,52,55,943011.296092999982648,1.000000000000000
1649,979,980,42,101,031900,2,1500000US421010319002,421010319002,2,BG,127319.000000000000000,0.000000000000000,4634.287154910000027,1370863.209130000090227,1370863.209130000090227,1370863.209130000090227,37,41,3925.156082779999906,0.002863273342400
1650,979,980,42,101,031900,2,1500000US421010319002,421010319002,2,BG,127319.000000000000000,0.000000000000000,4634.287154910000027,1370863.209130000090227,1370863.209130000090227,1370863.209130000090227,52,55,1366938.053069999907166,0.997136726674000
1651,980,981,42,101,031900,4,1500000US421010319004,421010319004,4,BG,114872.000000000000000,0.000000000000000,5054.592015799999899,1234838.821920000016689,1234838.821920000016689,1234838.821920000016689,52,55,6359.178412700000081,0.005149804411570
1652,980,981,42,101,031900,4,1500000US421010319004,421010319004,4,BG,114872.000000000000000,0.000000000000000,5054.592015799999899,1234838.821920000016689,1234838.821920000016689,1234838.821920000016689,60,62,1228479.643519999925047,0.994850195599000
1653,981,982,42,101,032000,7,1500000US421010320007,421010320007,7,BG,87773.000000000000000,0.000000000000000,3820.868226539999796,919226.778457000036724,919226.778457000036724,919226.778457000036724,52,55,919226.778455000021495,0.999999999998000
1654,982,983,42,101,032100,2,1500000US421010321002,421010321002,2,BG,100176.000000000000000,0.000000000000000,4214.383666789999552,1080081.633380000013858,1080081.633380000013858,1080081.633380000013858,37,41,1080081.633350000018254,0.999999999972000
1655,983,984,42,101,032600,6,1500000US421010326006,421010326006,6,BG,93314.000000000000000,0.000000000000000,4029.074588150000181,1003807.486840000026859,1003807.486840000026859,1003807.486840000026859,37,41,835051.855725000030361,0.831884466566000
1656,983,984,42,101,032600,6,1500000US421010326006,421010326006,6,BG,93314.000000000000000,0.000000000000000,4029.074588150000181,1003807.486840000026859,1003807.486840000026859,1003807.486840000026859,63,65,168755.631122999999207,0.168115533442000
1657,984,985,42,101,032600,4,1500000US421010326004,421010326004,4,BG,125710.000000000000000,0.000000000000000,5360.397905759999958,1353025.640649999957532,1353025.640649999957532,1353025.640649999957532,37,41,1195986.466419999953359,0.883934812828000
1658,984,985,42,101,032600,4,1500000US421010326004,421010326004,4,BG,125710.000000000000000,0.000000000000000,5360.397905759999958,1353025.640649999957532,1353025.640649999957532,1353025.640649999957532,52,55,157039.174224999995204,0.116065187168000
1659,985,986,42,101,032600,5,1500000US421010326005,421010326005,5,BG,73585.000000000000000,0.000000000000000,3560.027804819999801,792302.803516000043601,792302.803516000043601,792302.803516000043601,37,41,410057.522485000023153,0.517551522808000
1660,985,986,42,101,032600,5,1500000US421010326005,421010326005,5,BG,73585.000000000000000,0.000000000000000,3560.027804819999801,792302.803516000043601,792302.803516000043601,792302.803516000043601,63,65,382245.281040999980178,0.482448477204000
1661,986,987,42,101,033000,6,1500000US421010330006,421010330006,6,BG,80649.000000000000000,0.000000000000000,4764.356071930000326,865405.222720999969169,865405.222720999969169,865405.222720999969169,37,41,865405.222719999961555,0.999999999999000
1662,987,988,42,101,033102,4,1500000US421010331024,421010331024,4,BG,214450.000000000000000,0.000000000000000,6868.680988930000240,2255511.714610000140965,2255511.714610000140965,2255511.714610000140965,62,64,2255511.714600000064820,0.999999999996000
1663,988,989,42,101,011800,6,1500000US421010118006,421010118006,6,BG,68083.000000000000000,0.000000000000000,3954.878247680000186,763904.070830999989994,763904.070830999989994,763904.070830999989994,49,52,763904.070836000028066,1.000000000010000
1664,989,990,42,101,031501,2,1500000US421010315012,421010315012,2,BG,156536.000000000000000,0.000000000000000,5278.651660000000447,1682805.407910000067204,1682805.407910000067204,1682805.407910000067204,37,41,1725.715361580000035,0.001025499058580
1665,989,990,42,101,031501,2,1500000US421010315012,421010315012,2,BG,156536.000000000000000,0.000000000000000,5278.651660000000447,1682805.407910000067204,1682805.407910000067204,1682805.407910000067204,52,55,1681079.692550000036135,0.998974500942000
1666,990,991,42,101,035500,3,1500000US421010355003,421010355003,3,BG,1046315.000000000000000,1067.000000000000000,20614.119278499998472,11120810.814799999818206,11120810.814799999818206,11120810.814799999818206,53,56,11723.602273200000127,0.001054203912690
1667,990,991,42,101,035500,3,1500000US421010355003,421010355003,3,BG,1046315.000000000000000,1067.000000000000000,20614.119278499998472,11120810.814799999818206,11120810.814799999818206,11120810.814799999818206,55,58,11109087.212500000372529,0.998945796085000
1668,991,992,42,101,009500,1,1500000US421010095001,421010095001,1,BG,74283.000000000000000,0.000000000000000,4027.464316709999821,800128.422424999997020,800128.422424999997020,800128.422424999997020,34,4,800128.422441000002436,1.000000000020000
1669,992,993,42,101,017202,3,1500000US421010172023,421010172023,3,BG,59932.000000000000000,0.000000000000000,3513.007441419999850,638112.635543999960646,638112.635543999960646,638112.635543999960646,20,28,638112.635539000038989,0.999999999992000
1670,993,994,42,101,000803,2,1500000US421010008032,421010008032,2,BG,43982.000000000000000,0.000000000000000,2829.401742649999960,472745.287194999982603,472745.287194999982603,472745.287194999982603,67,8,472745.287201000028290,1.000000000010000
1671,994,995,42,101,019700,1,1500000US421010197001,421010197001,1,BG,136932.000000000000000,0.000000000000000,6080.000975040000412,1502680.936109999893233,1502680.936109999893233,1502680.936109999893233,39,43,1397289.501510000089183,0.929864396315000
1672,994,995,42,101,019700,1,1500000US421010197001,421010197001,1,BG,136932.000000000000000,0.000000000000000,6080.000975040000412,1502680.936109999893233,1502680.936109999893233,1502680.936109999893233,45,49,102947.653921000004630,0.068509323201700
1673,994,995,42,101,019700,1,1500000US421010197001,421010197001,1,BG,136932.000000000000000,0.000000000000000,6080.000975040000412,1502680.936109999893233,1502680.936109999893233,1502680.936109999893233,66,7,2443.794738189999862,0.001626289839360
1674,995,996,42,101,026700,2,1500000US421010267002,421010267002,2,BG,70099.000000000000000,0.000000000000000,3590.731621160000032,755341.656434000004083,755341.656434000004083,755341.656434000004083,1,10,379773.698196000012103,0.502783998421000
1675,995,996,42,101,026700,2,1500000US421010267002,421010267002,2,BG,70099.000000000000000,0.000000000000000,3590.731621160000032,755341.656434000004083,755341.656434000004083,755341.656434000004083,8,17,375567.958242000022437,0.497216001584000
1676,996,997,42,101,036201,4,1500000US421010362014,421010362014,4,BG,138595.000000000000000,0.000000000000000,5191.364004549999663,1393732.739980000071228,1393732.739980000071228,1393732.739980000071228,64,66A,1393732.739969999995083,0.999999999993000
1677,997,998,42,101,008000,1,1500000US421010080001,421010080001,1,BG,118033.000000000000000,0.000000000000000,4505.811108980000427,1268690.909759999951348,1268690.909759999951348,1268690.909759999951348,42,46,643250.404923000023700,0.507019006737000
1678,997,998,42,101,008000,1,1500000US421010080001,421010080001,1,BG,118033.000000000000000,0.000000000000000,4505.811108980000427,1268690.909759999951348,1268690.909759999951348,1268690.909759999951348,58,60,625440.504838999942876,0.492980993264000
1679,998,999,42,101,024400,2,1500000US421010244002,421010244002,2,BG,141011.000000000000000,0.000000000000000,4997.833904230000371,1526924.031990000046790,1526924.031990000046790,1526924.031990000046790,3,12,1523646.715529999928549,0.997853647993000
1680,998,999,42,101,024400,2,1500000US421010244002,421010244002,2,BG,141011.000000000000000,0.000000000000000,4997.833904230000371,1526924.031990000046790,1526924.031990000046790,1526924.031990000046790,4,13,3277.316472129999966,0.002146352014550
1681,999,1000,42,101,003600,2,1500000US421010036002,421010036002,2,BG,163169.000000000000000,0.000000000000000,7456.410965969999779,1765261.685980000067502,1765261.685980000067502,1765261.685980000067502,29,36,688.225880192999966,0.000389871873195
1682,999,1000,42,101,003600,2,1500000US421010036002,421010036002,2,BG,163169.000000000000000,0.000000000000000,7456.410965969999779,1765261.685980000067502,1765261.685980000067502,1765261.685980000067502,44,48,1764573.460089999949560,0.999610128121000
1683,1000,1001,42,101,006700,7,1500000US421010067007,421010067007,7,BG,261353.000000000000000,0.000000000000000,7864.628247190000366,2757271.170169999822974,2757271.170169999822974,2757271.170169999822974,36,40B,2757271.170179999899119,1.000000000000000
1684,1001,1002,42,101,028400,2,1500000US421010284002,421010284002,2,BG,82187.000000000000000,0.000000000000000,5022.120120849999694,893426.134496000013314,893426.134496000013314,893426.134496000013314,45,49,893426.134486000053585,0.999999999989000
1685,1002,1003,42,101,006900,1,1500000US421010069001,421010069001,1,BG,418974.000000000000000,102802.000000000000000,12272.118555400000332,5672487.376699999906123,5672487.376699999906123,5672487.376699999906123,36,40B,5638505.546339999884367,0.994009359897000
1686,1002,1003,42,101,006900,1,1500000US421010069001,421010069001,1,BG,418974.000000000000000,102802.000000000000000,12272.118555400000332,5672487.376699999906123,5672487.376699999906123,5672487.376699999906123,44,48,33981.830370700001367,0.005990640104420
1687,1003,1004,42,101,031700,2,1500000US421010317002,421010317002,2,BG,169982.000000000000000,0.000000000000000,5346.123931160000211,1823414.743879999965429,1823414.743879999965429,1823414.743879999965429,60,62,1823414.743879999965429,1.000000000000000
1688,1004,1005,42,101,009100,1,1500000US421010091001,421010091001,1,BG,70761.000000000000000,0.000000000000000,3904.619806780000090,765237.178313000011258,765237.178313000011258,765237.178313000011258,16,24,765237.178322999970987,1.000000000010000
1689,1005,1006,42,101,010100,1,1500000US421010101001,421010101001,1,BG,74471.000000000000000,0.000000000000000,3698.409951300000102,800695.022518999991007,800695.022518999991007,800695.022518999991007,27,34,800680.940533000044525,0.999982412797000
1690,1005,1006,42,101,010100,1,1500000US421010101001,421010101001,1,BG,74471.000000000000000,0.000000000000000,3698.409951300000102,800695.022518999991007,800695.022518999991007,800695.022518999991007,34,4,14.081984551500000,0.000017587201313
1691,1006,1007,42,101,003100,3,1500000US421010031003,421010031003,3,BG,37543.000000000000000,0.000000000000000,2429.151585309999973,302110.822312999982387,302110.822312999982387,302110.822312999982387,29,36,300184.046803999983240,0.993622289019000
1692,1006,1007,42,101,003100,3,1500000US421010031003,421010031003,3,BG,37543.000000000000000,0.000000000000000,2429.151585309999973,302110.822312999982387,302110.822312999982387,302110.822312999982387,44,48,1926.775503909999998,0.006377710964340
1693,1007,1008,42,101,031000,3,1500000US421010310003,421010310003,3,BG,195846.000000000000000,0.000000000000000,5863.418104700000185,2103678.708910000044852,2103678.708910000044852,2103678.708910000044852,50,53,2100660.608059999998659,0.998565322339000
1694,1007,1008,42,101,031000,3,1500000US421010310003,421010310003,3,BG,195846.000000000000000,0.000000000000000,5863.418104700000185,2103678.708910000044852,2103678.708910000044852,2103678.708910000044852,51,54,3018.100831019999987,0.001434677652170
1695,1008,1009,42,101,025900,3,1500000US421010259003,421010259003,3,BG,96203.000000000000000,0.000000000000000,4568.809407779999674,1015258.072460000053979,1015258.072460000053979,1015258.072460000053979,47,50,1015258.072449999977835,0.999999999990000
1696,1009,1010,42,101,016300,4,1500000US421010163004,421010163004,4,BG,231364.000000000000000,0.000000000000000,7241.677266900000177,2493376.147979999892414,2493376.147979999892414,2493376.147979999892414,10,19,2345715.787889999803156,0.940778947368000
1697,1009,1010,42,101,016300,4,1500000US421010163004,421010163004,4,BG,231364.000000000000000,0.000000000000000,7241.677266900000177,2493376.147979999892414,2493376.147979999892414,2493376.147979999892414,24,31,147660.360079000005499,0.059221052627200
1698,1010,1011,42,101,010700,4,1500000US421010107004,421010107004,4,BG,123894.000000000000000,0.000000000000000,4777.693022890000066,1326619.140059999888763,1326619.140059999888763,1326619.140059999888763,16,24,367.673177654000028,0.000277150514832
1699,1010,1011,42,101,010700,4,1500000US421010107004,421010107004,4,BG,123894.000000000000000,0.000000000000000,4777.693022890000066,1326619.140059999888763,1326619.140059999888763,1326619.140059999888763,57,6,1326251.466900000115857,0.999722849498000
1700,1011,1012,42,101,011500,4,1500000US421010115004,421010115004,4,BG,68562.000000000000000,0.000000000000000,3762.225512980000076,653419.636998999980278,653419.636998999980278,653419.636998999980278,27,34,653419.637000999995507,1.000000000000000
1701,1012,1013,42,101,016300,1,1500000US421010163001,421010163001,1,BG,116588.000000000000000,0.000000000000000,4691.652221540000028,1237217.259619999909773,1237217.259619999909773,1237217.259619999909773,24,31,1237217.259610000066459,0.999999999992000
1702,1013,1014,42,101,001700,2,1500000US421010017002,421010017002,2,BG,105161.000000000000000,0.000000000000000,4482.283381299999746,1112003.108770000049844,1112003.108770000049844,1112003.108770000049844,11,2,1112003.108770000049844,1.000000000000000
1703,1014,1015,42,101,011000,1,1500000US421010110001,421010110001,1,BG,142243.000000000000000,0.000000000000000,10200.926843999999619,1487897.330709999892861,1487897.330709999892861,1487897.330709999892861,16,24,429543.633664000022691,0.288691716020000
1704,1014,1015,42,101,011000,1,1500000US421010110001,421010110001,1,BG,142243.000000000000000,0.000000000000000,10200.926843999999619,1487897.330709999892861,1487897.330709999892861,1487897.330709999892861,57,6,1058353.697039999999106,0.711308283976000
1705,1015,1016,42,101,019900,4,1500000US421010199004,421010199004,4,BG,311990.000000000000000,0.000000000000000,9538.892247409999982,3319562.281140000093728,3319562.281140000093728,3319562.281140000093728,10,19,1324.634731280000096,0.000399038975351
1706,1015,1016,42,101,019900,4,1500000US421010199004,421010199004,4,BG,311990.000000000000000,0.000000000000000,9538.892247409999982,3319562.281140000093728,3319562.281140000093728,3319562.281140000093728,30,37,13111.624188499999946,0.003949805148410
1707,1015,1016,42,101,019900,4,1500000US421010199004,421010199004,4,BG,311990.000000000000000,0.000000000000000,9538.892247409999982,3319562.281140000093728,3319562.281140000093728,3319562.281140000093728,39,43,3304827.130220000166446,0.995561116294000
1708,1015,1016,42,101,019900,4,1500000US421010199004,421010199004,4,BG,311990.000000000000000,0.000000000000000,9538.892247409999982,3319562.281140000093728,3319562.281140000093728,3319562.281140000093728,66,7,298.892003616000011,0.000090039583024
1709,1016,1017,42,101,011800,5,1500000US421010118005,421010118005,5,BG,155659.000000000000000,0.000000000000000,5465.243671940000240,1616686.326279999921098,1616686.326279999921098,1616686.326279999921098,27,34,495.277530739999975,0.000306353510071
1710,1016,1017,42,101,011800,5,1500000US421010118005,421010118005,5,BG,155659.000000000000000,0.000000000000000,5465.243671940000240,1616686.326279999921098,1616686.326279999921098,1616686.326279999921098,49,52,1616191.048710000002757,0.999693646466000
1711,1017,1018,42,101,037900,4,1500000US421010379004,421010379004,4,BG,73371.000000000000000,0.000000000000000,3566.378340459999890,790277.214402999961749,790277.214402999961749,790277.214402999961749,17,25,2438.743843239999933,0.003085934655330
1712,1017,1018,42,101,037900,4,1500000US421010379004,421010379004,4,BG,73371.000000000000000,0.000000000000000,3566.378340459999890,790277.214402999961749,790277.214402999961749,790277.214402999961749,41,45,787838.470563999959268,0.996914065350000
1713,1018,1019,42,101,034000,2,1500000US421010340002,421010340002,2,BG,240686.000000000000000,0.000000000000000,6934.048079420000249,2580824.595530000049621,2580824.595530000049621,2580824.595530000049621,53,56,2895.892454880000059,0.001122080307160
1714,1018,1019,42,101,034000,2,1500000US421010340002,421010340002,2,BG,240686.000000000000000,0.000000000000000,6934.048079420000249,2580824.595530000049621,2580824.595530000049621,2580824.595530000049621,61,63,2577928.703089999966323,0.998877919699000
1715,1019,1020,42,101,008000,2,1500000US421010080002,421010080002,2,BG,93339.000000000000000,0.000000000000000,4025.466969869999957,1009237.905320000019856,1009237.905320000019856,1009237.905320000019856,42,46,1004536.653909999993630,0.995341780778000
1716,1019,1020,42,101,008000,2,1500000US421010080002,421010080002,2,BG,93339.000000000000000,0.000000000000000,4025.466969869999957,1009237.905320000019856,1009237.905320000019856,1009237.905320000019856,48,51,4701.251428900000064,0.004658219240600
1717,1020,1021,42,101,038200,2,1500000US421010382002,421010382002,2,BG,250653.000000000000000,0.000000000000000,7030.925300099999731,2698761.687870000023395,2698761.687870000023395,2698761.687870000023395,17,25,1239.277938270000050,0.000459202434895
1718,1020,1021,42,101,038200,2,1500000US421010382002,421010382002,2,BG,250653.000000000000000,0.000000000000000,7030.925300099999731,2698761.687870000023395,2698761.687870000023395,2698761.687870000023395,41,45,2697522.409959999844432,0.999540797576000
1719,1021,1022,42,101,011200,3,1500000US421010112003,421010112003,3,BG,70564.000000000000000,0.000000000000000,3526.480422019999878,753628.075967999990098,753628.075967999990098,753628.075967999990098,34,4,753628.075965999974869,0.999999999997000
1720,1022,1023,42,101,038900,1,1500000US421010389001,421010389001,1,BG,752297.000000000000000,0.000000000000000,12715.039523100000224,8087350.997729999944568,8087350.997729999944568,8087350.997729999944568,1,10,770.329239117000043,0.000095251119846
1721,1022,1023,42,101,038900,1,1500000US421010389001,421010389001,1,BG,752297.000000000000000,0.000000000000000,12715.039523100000224,8087350.997729999944568,8087350.997729999944568,8087350.997729999944568,14,22,73306.052681700006360,0.009064284795140
1722,1022,1023,42,101,038900,1,1500000US421010389001,421010389001,1,BG,752297.000000000000000,0.000000000000000,12715.039523100000224,8087350.997729999944568,8087350.997729999944568,8087350.997729999944568,56,59,8013274.586860000155866,0.990840460505000
1723,1023,1024,42,101,036900,2,1500000US421010369002,421010369002,2,BG,1011296.000000000000000,136910.000000000000000,16370.010264599999573,12385745.642000000923872,12385745.642000000923872,12385745.642000000923872,19,27,12083266.374199999496341,0.975578436976000
1724,1023,1024,42,101,036900,2,1500000US421010369002,421010369002,2,BG,1011296.000000000000000,136910.000000000000000,16370.010264599999573,12385745.642000000923872,12385745.642000000923872,12385745.642000000923872,23,30,57567.116997299999639,0.004647852350700
1725,1023,1024,42,101,036900,2,1500000US421010369002,421010369002,2,BG,1011296.000000000000000,136910.000000000000000,16370.010264599999573,12385745.642000000923872,12385745.642000000923872,12385745.642000000923872,29,36,244912.150783999997657,0.019773710672200
1726,1024,1025,42,101,003902,1,1500000US421010039021,421010039021,1,BG,77335.000000000000000,0.000000000000000,3651.768176640000092,833783.484926000004634,833783.484926000004634,833783.484926000004634,18,26,833783.484919999958947,0.999999999993000
1727,1025,1026,42,101,037600,2,1500000US421010376002,421010376002,2,BG,372553.000000000000000,0.000000000000000,8050.137429069999598,4043487.193599999882281,4043487.193599999882281,4043487.193599999882281,5,14,753054.508052999968641,0.186238875505000
1728,1025,1026,42,101,037600,2,1500000US421010376002,421010376002,2,BG,372553.000000000000000,0.000000000000000,8050.137429069999598,4043487.193599999882281,4043487.193599999882281,4043487.193599999882281,46,5,3280076.285310000181198,0.811199869880000
1729,1025,1026,42,101,037600,2,1500000US421010376002,421010376002,2,BG,372553.000000000000000,0.000000000000000,8050.137429069999598,4043487.193599999882281,4043487.193599999882281,4043487.193599999882281,67,8,10356.400245299999369,0.002561254617470
1730,1026,1027,42,101,008102,3,1500000US421010081023,421010081023,3,BG,58589.000000000000000,0.000000000000000,3366.678583379999964,630489.753598000039347,630489.753598000039347,630489.753598000039347,42,46,3858.173766460000024,0.006119328259410
1731,1026,1027,42,101,008102,3,1500000US421010081023,421010081023,3,BG,58589.000000000000000,0.000000000000000,3366.678583379999964,630489.753598000039347,630489.753598000039347,630489.753598000039347,58,60,626631.579833999974653,0.993880671744000
1732,1027,1028,42,101,016701,1,1500000US421010167011,421010167011,1,BG,69696.000000000000000,0.000000000000000,4255.604663580000306,750620.345026999944821,750620.345026999944821,750620.345026999944821,7,16,750620.345026000053622,0.999999999999000
