Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T005_009,SE_T005_010,SE_T005_011,SE_T005_012,SE_T005_013,SE_T005_014,SE_T005_015,SE_T005_016,SE_T005_017,SE_T005_018,SE_T005_019,SE_T005_020,SE_T005_021,SE_T005_022,SE_T005_023,SE_T005_024,SE_T005_025,SE_T005_026,SE_T005_027,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T009_005,SE_T010_001,SE_T010_002,SE_T010_003,SE_T010_004,SE_T010_005,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T037_001,SE_T037_002,SE_T037_003,SE_T057_001
421010188003.000000000000000,15000US421010188003,"Block Group 3, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17052,,,,,42,101,,,,18800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,1119,473,49,0,134,9,20,32,29,44,141,15,0,0,646,24,73,93,123,38,91,117,0,60,27,0,0,1119,505,181,391,42,473,192,52,214,15,646,313,129,177,27,1119,394,313,0,0,0,170,242,1119,372,76,255,0,0,0,0,41,747,318,58,0,0,0,170,201,556,317,239,92,34,34,0,0,292,164,128,24563
421010188004.000000000000000,15000US421010188004,"Block Group 4, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17053,,,,,42,101,,,,18800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,1136,613,187,5,48,17,50,70,97,40,32,36,31,0,523,121,18,4,0,98,0,63,14,79,38,88,0,1136,400,218,325,193,613,257,120,169,67,523,143,98,156,126,1136,562,334,0,10,0,64,166,1136,783,327,290,0,10,0,0,156,353,235,44,0,0,0,64,10,588,197,391,65,0,0,0,0,313,216,97,17885
421010188005.000000000000000,15000US421010188005,"Block Group 5, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17054,,,,,42,101,,,,18800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,194,0,19,0,0,69,18,13,40,35,0,0,0,78,0,0,15,0,11,15,0,16,0,0,21,0,272,34,113,104,21,194,19,87,88,0,78,15,26,16,21,272,131,16,0,0,0,18,107,272,230,131,16,0,0,0,0,83,42,0,0,0,0,0,18,24,158,59,99,29,29,0,0,0,167,128,39,50357
421010188006.000000000000000,15000US421010188006,"Block Group 6, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17055,,,,,42,101,,,,18800,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,892,421,0,0,156,32,0,56,92,19,57,9,0,0,471,0,98,64,0,18,152,18,56,39,16,0,10,892,350,226,281,35,421,188,56,168,9,471,162,170,113,26,892,580,103,0,0,0,209,0,892,312,209,103,0,0,0,0,0,580,371,0,0,0,0,209,0,524,159,365,71,44,0,0,0,294,258,36,55966
421010188007.000000000000000,15000US421010188007,"Block Group 7, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17056,,,,,42,101,,,,18800,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,2529,1030,180,121,107,72,137,128,136,113,36,0,0,0,1499,215,217,83,79,172,261,147,113,138,40,0,34,2529,1074,698,683,74,1030,480,265,285,0,1499,594,433,398,74,2529,801,782,43,139,0,622,142,2529,1209,346,724,0,139,0,0,0,1320,455,58,43,0,0,622,142,1146,381,765,433,0,0,0,0,892,760,132,25128
421010190001.000000000000000,15000US421010190001,"Block Group 1, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17057,,,,,42,101,,,,19000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,1956,879,207,119,60,60,0,148,16,127,124,18,0,0,1077,186,0,207,33,256,121,88,70,75,18,23,0,1956,872,525,500,59,879,446,148,267,18,1077,426,377,233,41,1956,814,189,0,82,0,738,133,1956,562,229,118,0,82,0,0,133,1394,585,71,0,0,0,738,0,828,330,498,190,41,0,0,0,751,588,163,41692
421010190002.000000000000000,15000US421010190002,"Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17058,,,,,42,101,,,,19000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,1557,697,51,36,196,43,63,35,83,108,48,34,0,0,860,0,99,0,34,84,142,195,113,130,50,13,0,1557,459,324,677,97,697,326,98,239,34,860,133,226,438,63,1557,740,92,0,121,0,604,0,1557,755,464,71,0,121,0,99,0,802,276,21,0,0,0,505,0,951,316,635,196,113,0,0,0,728,641,87,23027
421010190003.000000000000000,15000US421010190003,"Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17059,,,,,42,101,,,,19000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,1870,929,110,59,187,66,170,198,78,37,12,12,0,0,941,47,56,165,153,39,124,159,142,0,56,0,0,1870,843,531,428,68,929,422,368,127,12,941,421,163,301,56,1870,605,661,0,0,0,509,95,1870,569,133,377,0,0,0,59,0,1301,472,284,0,0,0,450,95,818,189,629,302,134,12,0,0,874,616,258,33672
421010190004.000000000000000,15000US421010190004,"Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17060,,,,,42,101,,,,19000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,1364,645,70,45,55,18,18,174,131,78,42,14,0,0,719,72,76,91,0,87,177,62,39,89,26,0,0,1364,427,456,441,40,645,188,192,251,14,719,239,264,190,26,1364,460,201,0,140,0,412,151,1364,263,98,25,0,140,0,0,0,1101,362,176,0,0,0,412,151,832,307,525,156,97,26,0,0,675,628,47,32270
421010190005.000000000000000,15000US421010190005,"Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17061,,,,,42,101,,,,19000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,1624,747,63,104,96,56,26,124,170,39,37,32,0,0,877,0,243,89,92,58,116,110,34,53,12,70,0,1624,743,324,443,114,747,319,150,246,32,877,424,174,197,82,1624,579,420,0,36,0,338,251,1624,667,211,420,0,36,0,0,0,957,368,0,0,0,0,338,251,797,151,646,104,7,0,0,0,626,470,156,31053
421010191001.000000000000000,15000US421010191001,"Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17062,,,,,42,101,,,,19100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,1057,593,0,28,77,33,24,132,54,164,38,19,24,0,464,0,34,43,25,23,152,24,130,14,19,0,0,1057,240,331,424,62,593,138,156,256,43,464,102,175,168,19,1057,552,0,0,275,0,230,0,1057,402,127,0,0,275,0,0,0,655,425,0,0,0,0,230,0,770,395,375,173,73,0,0,0,548,548,0,49677
421010191002.000000000000000,15000US421010191002,"Block Group 2, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17063,,,,,42,101,,,,19100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993,993,471,73,0,86,0,27,66,56,68,41,54,0,0,522,159,21,39,23,0,93,0,147,16,24,0,0,993,401,186,328,78,471,159,93,165,54,522,242,93,163,24,993,670,0,0,64,0,239,20,993,332,268,0,0,64,0,0,0,661,402,0,0,0,0,239,20,565,111,454,79,42,0,0,0,367,340,27,54875
421010191003.000000000000000,15000US421010191003,"Block Group 3, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17064,,,,,42,101,,,,19100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,1908,872,53,185,71,0,61,136,131,152,63,0,20,0,1036,123,73,138,28,153,109,176,66,105,55,10,0,1908,671,459,693,85,872,309,197,346,20,1036,362,262,347,65,1908,703,435,0,317,88,365,0,1908,982,250,415,0,317,0,0,0,926,453,20,0,0,88,365,0,1023,285,738,139,43,0,0,0,658,544,114,27292
421010191004.000000000000000,15000US421010191004,"Block Group 4, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17065,,,,,42,101,,,,19100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,2166,857,114,39,84,104,0,20,103,211,65,81,24,12,1309,89,22,75,70,152,121,181,178,111,229,69,12,2166,597,293,849,427,857,341,20,379,117,1309,256,273,470,310,2166,1239,176,0,150,0,601,0,2166,671,404,117,0,150,0,0,0,1495,835,59,0,0,0,601,0,1417,547,870,278,140,21,0,0,647,591,56,28697
421010191005.000000000000000,15000US421010191005,"Block Group 5, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17066,,,,,42,101,,,,19100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085,2085,955,21,93,215,39,128,66,222,83,73,15,0,0,1130,92,75,142,58,103,213,155,115,83,81,0,13,2085,735,510,731,109,955,368,194,378,15,1130,367,316,353,94,2085,427,755,0,321,0,559,23,2085,1217,141,755,0,321,0,0,0,868,286,0,0,0,0,559,23,1119,359,760,317,101,0,0,0,873,648,225,33882
421010191006.000000000000000,15000US421010191006,"Block Group 6, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17067,,,,,42,101,,,,19100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,648,294,0,0,0,0,0,135,12,17,118,0,12,0,354,0,27,44,13,15,122,0,81,40,0,12,0,648,84,272,268,24,294,0,135,147,12,354,84,137,121,12,648,543,86,0,0,0,19,0,648,215,215,0,0,0,0,0,0,433,328,86,0,0,0,19,0,549,142,407,206,137,50,33,33,256,222,34,26360
421010192001.000000000000000,15000US421010192001,"Block Group 1, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17068,,,,,42,101,,,,19200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,634,389,40,0,21,18,11,41,53,184,10,0,11,0,245,0,45,0,16,21,36,13,31,83,0,0,0,634,140,109,374,11,389,79,52,247,11,245,61,57,127,0,634,160,296,0,0,0,178,0,634,249,68,181,0,0,0,0,0,385,92,115,0,0,0,178,0,462,235,227,56,11,11,11,0,217,185,32,22128
421010192002.000000000000000,15000US421010192002,"Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17069,,,,,42,101,,,,19200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,1872,1045,193,36,62,37,165,163,117,92,122,58,0,0,827,32,94,42,115,133,52,206,93,44,4,12,0,1872,611,513,674,74,1045,328,328,331,58,827,283,185,343,16,1872,870,571,0,21,0,410,0,1872,818,421,376,0,21,0,0,0,1054,449,195,0,0,0,410,0,963,269,694,332,24,24,0,0,813,569,244,
421010192003.000000000000000,15000US421010192003,"Block Group 3, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17070,,,,,42,101,,,,19200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,2470,1011,222,160,52,100,192,35,109,59,53,0,29,0,1459,188,185,131,26,353,143,83,162,81,107,0,0,2470,1064,723,547,136,1011,534,227,221,29,1459,530,496,326,107,2470,1648,320,234,0,0,268,0,2470,693,248,211,234,0,0,0,0,1777,1400,109,0,0,0,268,0,861,347,514,118,26,26,26,1,894,650,244,26786
421010192004.000000000000000,15000US421010192004,"Block Group 4, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17071,,,,,42,101,,,,19200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,1078,42,146,156,119,185,197,69,142,22,0,0,0,928,0,61,130,99,56,167,123,160,71,61,0,0,2006,753,605,587,61,1078,463,382,233,0,928,290,223,354,61,2006,761,571,0,0,15,619,40,2006,656,160,456,0,0,0,0,40,1350,601,115,0,0,15,619,0,1012,404,608,189,31,15,0,0,607,363,244,23703
421010192005.000000000000000,15000US421010192005,"Block Group 5, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17072,,,,,42,101,,,,19200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,1319,676,47,0,299,74,42,65,123,0,0,16,0,10,643,39,87,40,50,100,124,88,42,14,49,10,0,1319,636,331,267,85,676,420,107,123,26,643,216,224,144,59,1319,654,509,48,0,0,108,0,1319,282,141,93,48,0,0,0,0,1037,513,416,0,0,0,108,0,541,236,305,145,37,0,0,0,477,350,127,19458
421010192006.000000000000000,15000US421010192006,"Block Group 6, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17073,,,,,42,101,,,,19200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,718,339,150,46,0,0,23,56,22,21,21,0,0,0,379,95,0,0,22,53,69,22,48,15,28,27,0,718,313,201,149,55,339,196,79,64,0,379,117,122,85,55,718,244,86,0,0,0,308,80,718,167,23,64,0,0,0,0,80,551,221,22,0,0,0,308,0,329,79,250,95,29,0,0,0,224,194,30,30212
421010195011.000000000000000,15000US421010195011,"Block Group 1, Census Tract 195.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 195.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17074,,,,,42,101,,,,19501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1606,517,48,55,7,9,60,84,84,59,6,70,35,0,1089,90,87,155,47,98,222,79,72,86,105,48,0,1606,498,464,386,258,517,119,144,149,105,1089,379,320,237,153,1606,693,299,23,0,0,434,157,1606,319,20,299,0,0,0,0,0,1287,673,0,23,0,0,434,157,950,471,479,191,49,0,0,0,521,350,171,11284
421010195012.000000000000000,15000US421010195012,"Block Group 2, Census Tract 195.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 195.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17075,,,,,42,101,,,,19501,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,2110,945,167,19,53,23,170,60,148,122,136,31,16,0,1165,51,19,157,92,227,58,256,185,100,5,0,15,2110,581,515,947,67,945,262,230,406,47,1165,319,285,541,20,2110,957,85,111,0,8,933,16,2110,147,62,85,0,0,0,0,0,1963,895,0,111,0,8,933,16,1132,466,666,305,37,0,0,0,933,676,257,16103
421010195013.000000000000000,15000US421010195013,"Block Group 3, Census Tract 195.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 195.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17076,,,,,42,101,,,,19501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,721,393,49,35,9,0,76,48,47,44,40,31,0,14,328,23,24,0,0,44,45,44,71,39,4,28,6,721,140,213,285,83,393,93,124,131,45,328,47,89,154,38,721,343,27,35,0,0,316,0,721,112,84,27,1,0,0,0,0,609,259,0,34,0,0,316,0,461,207,254,63,1,0,0,0,286,240,46,18819
421010195021.000000000000000,15000US421010195021,"Block Group 1, Census Tract 195.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 195.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17077,,,,,42,101,,,,19502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,1066,537,149,55,37,0,51,33,78,85,49,0,0,0,529,78,65,115,12,77,58,25,76,9,14,0,0,1066,511,219,322,14,537,241,84,212,0,529,270,135,110,14,1066,653,120,0,0,0,270,23,1066,8,8,0,0,0,0,0,0,1058,645,120,0,0,0,270,23,427,176,251,67,5,0,0,0,395,314,81,27031
421010195022.000000000000000,15000US421010195022,"Block Group 2, Census Tract 195.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 195.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17078,,,,,42,101,,,,19502,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805,1805,834,91,118,132,30,48,159,13,140,81,22,0,0,971,41,86,108,48,89,228,114,137,97,23,0,0,1805,654,524,582,45,834,371,207,234,22,971,283,317,348,23,1805,694,304,0,0,0,689,118,1805,542,182,286,0,0,0,0,74,1263,512,18,0,0,0,689,44,1014,417,597,128,9,0,0,0,479,380,99,22375
421010195023.000000000000000,15000US421010195023,"Block Group 3, Census Tract 195.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 195.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17079,,,,,42,101,,,,19502,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,778,301,0,21,52,11,77,32,31,11,57,5,4,0,477,30,36,0,24,90,78,59,100,45,9,6,0,778,174,277,303,24,301,84,109,99,9,477,90,168,204,15,778,478,86,0,0,0,214,0,778,282,205,77,0,0,0,0,0,496,273,9,0,0,0,214,0,437,266,171,43,5,0,0,0,320,246,74,21490
421010197001.000000000000000,15000US421010197001,"Block Group 1, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17080,,,,,42,101,,,,19700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,1149,506,35,156,0,0,9,54,42,70,48,80,12,0,643,44,86,41,0,69,114,71,81,38,78,21,0,1149,362,246,350,191,506,191,63,160,92,643,171,183,190,99,1149,252,298,16,0,0,583,0,1149,313,15,298,0,0,0,0,0,836,237,0,16,0,0,583,0,709,390,319,59,0,0,0,0,391,263,128,20383
421010197002.000000000000000,15000US421010197002,"Block Group 2, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17081,,,,,42,101,,,,19700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,908,432,65,0,68,22,19,21,0,76,93,57,11,0,476,46,0,19,0,61,106,52,106,59,27,0,0,908,220,207,386,95,432,155,40,169,68,476,65,167,217,27,908,387,316,0,0,0,184,21,908,355,70,285,0,0,0,0,0,553,317,31,0,0,0,184,21,608,300,308,220,100,21,0,0,312,247,65,30441
421010197003.000000000000000,15000US421010197003,"Block Group 3, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17082,,,,,42,101,,,,19700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,1167,480,0,9,0,0,125,180,29,50,57,30,0,0,687,11,56,47,35,40,147,93,109,71,78,0,0,1167,158,492,409,108,480,9,305,136,30,687,149,187,273,78,1167,207,781,0,0,0,147,32,1167,439,50,381,0,0,0,0,8,728,157,400,0,0,0,147,24,844,212,632,370,207,207,57,57,637,529,108,
421010197004.000000000000000,15000US421010197004,"Block Group 4, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17083,,,,,42,101,,,,19700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,952,502,0,43,0,75,232,29,0,68,55,0,0,0,450,0,45,44,10,84,31,98,49,46,8,35,0,952,217,376,316,43,502,118,261,123,0,450,99,115,193,43,952,0,600,0,0,0,317,35,952,492,0,492,0,0,0,0,0,460,0,108,0,0,0,317,35,419,246,173,113,0,0,0,0,437,183,254,12880
421010197005.000000000000000,15000US421010197005,"Block Group 5, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17084,,,,,42,101,,,,19700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,1059,342,85,73,38,12,12,0,19,15,22,54,12,0,717,120,61,0,0,52,188,82,58,50,55,51,0,1059,389,252,246,172,342,208,12,56,66,717,181,240,190,106,1059,122,408,0,0,0,508,21,1059,303,55,248,0,0,0,0,0,756,67,160,0,0,0,508,21,606,310,296,138,50,6,0,0,338,218,120,22706
421010197006.000000000000000,15000US421010197006,"Block Group 6, Census Tract 197, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 197, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17085,,,,,42,101,,,,19700,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,1608,624,128,101,101,40,51,144,44,0,0,0,15,0,984,162,105,33,152,92,199,64,24,49,93,11,0,1608,822,486,181,119,624,370,195,44,15,984,452,291,137,104,1608,358,1061,0,10,0,165,14,1608,1009,31,968,0,10,0,0,0,599,327,93,0,0,0,165,14,643,135,508,171,57,42,0,0,431,391,40,19093
421010198001.000000000000000,15000US421010198001,"Block Group 1, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17086,,,,,42,101,,,,19800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,1136,466,49,48,31,23,13,75,39,51,68,51,18,0,670,29,22,77,8,80,130,123,15,109,23,34,20,1136,287,298,405,146,466,151,88,158,69,670,136,210,247,77,1136,333,545,55,0,0,203,0,1136,325,0,312,13,0,0,0,0,811,333,233,42,0,0,203,0,756,164,592,187,18,0,0,0,483,367,116,24918
421010198002.000000000000000,15000US421010198002,"Block Group 2, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17087,,,,,42,101,,,,19800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,1149,601,101,73,49,44,80,73,24,58,61,0,38,0,548,81,29,73,60,97,42,32,11,38,48,37,0,1149,510,292,224,123,601,267,153,143,38,548,243,139,81,85,1149,100,581,0,62,0,395,11,1149,581,0,581,0,0,0,0,0,568,100,0,0,62,0,395,11,462,189,273,84,24,24,0,0,354,203,151,19907
421010198003.000000000000000,15000US421010198003,"Block Group 3, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17088,,,,,42,101,,,,19800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,1033,454,35,25,40,60,52,105,76,23,22,16,0,0,579,11,22,62,64,62,116,113,58,58,13,0,0,1033,319,335,350,29,454,160,157,121,16,579,159,178,229,13,1033,126,425,27,0,53,316,86,1033,447,8,386,27,0,0,0,26,586,118,39,0,0,53,316,60,600,98,502,209,0,0,0,0,521,479,42,29208
421010198004.000000000000000,15000US421010198004,"Block Group 4, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17089,,,,,42,101,,,,19800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402,1402,725,0,60,92,68,116,38,27,159,130,29,6,0,677,24,120,63,24,44,170,31,108,58,15,20,0,1402,451,368,513,70,725,220,154,316,35,677,231,214,197,35,1402,132,687,0,0,0,495,88,1402,589,20,520,0,0,0,0,49,813,112,167,0,0,0,495,39,791,357,434,132,0,0,0,0,600,508,92,28417
421010198005.000000000000000,15000US421010198005,"Block Group 5, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17090,,,,,42,101,,,,19800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,1021,604,106,0,63,32,180,68,50,40,49,16,0,0,417,23,18,45,18,57,63,64,16,66,47,0,0,1021,305,368,285,63,604,201,248,139,16,417,104,120,146,47,1021,191,548,0,0,0,99,183,1021,266,25,241,0,0,0,0,0,755,166,307,0,0,0,99,183,479,216,263,61,0,0,0,0,408,358,50,19662
421010198006.000000000000000,15000US421010198006,"Block Group 6, Census Tract 198, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 198, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17091,,,,,42,101,,,,19800,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,1229,561,78,23,12,55,123,24,51,86,65,24,14,6,668,57,56,103,31,88,65,53,62,84,55,14,0,1229,415,300,401,113,561,168,147,202,44,668,247,153,199,69,1229,387,74,83,108,114,419,44,1229,145,16,21,0,108,0,0,0,1084,371,53,83,0,114,419,44,603,298,305,151,55,22,22,0,504,364,140,23650
